post_id,username,post_date,caption,media_type,slide_count,like_count,comment_count,view_count,unique_viewers,saved_count,share_count,link_clicks,impression_count,hashtags_list,hashtags_count,hashtags,mentions,caption_entities,sentiment_score_caption,channel,crawled_at
POST_1330,vinfastglobal,2025-03-19,This is a sample caption for post 1330,carousel,5,9847,303,37342,21652,121,189,4,38867,"['#greenfuture', '#mobility', '#car']",3,#greenfuture #mobility #car,,{},0.52,Instagram,2025-04-25 07:44:23.994295
POST_1331,vinfast.official,2025-03-19,This is a sample caption for post 1331,video,3,2099,365,18484,11980,110,273,26,21909,['#vinfast'],1,#vinfast,@evcommunity @vinfast,{},-0.03,TikTok,2025-04-25 07:44:23.994319
POST_1332,vinfast.official,2025-03-19,This is a sample caption for post 1332,carousel,6,4354,279,38192,36196,95,71,78,47410,"['#electricvehicle', '#car', '#mobility', '#vinfast']",4,#electricvehicle #car #mobility #vinfast,@vinfast @vf9,{},0.96,Instagram,2025-04-25 07:44:23.994333
POST_1333,vinfastglobal,2025-03-20,This is a sample caption for post 1333,video,2,3496,419,40824,38764,110,28,42,46552,"['#vinfast', '#ev']",2,#vinfast #ev,@vf9 @evcommunity,{},0.58,TikTok,2025-04-25 07:44:23.994350
POST_1334,vinfast.official,2025-03-20,This is a sample caption for post 1334,carousel,9,5407,402,901,496,90,179,50,10222,['#ev'],1,#ev,,{},-0.34,TikTok,2025-04-25 07:44:23.994362
POST_1335,vinfast.official,2025-03-20,This is a sample caption for post 1335,video,1,2324,256,10683,8356,142,176,59,17465,['#electricvehicle'],1,#electricvehicle,@evcommunity,{},0.45,TikTok,2025-04-25 07:44:23.994375
POST_1336,vinfastglobal,2025-03-20,This is a sample caption for post 1336,image,10,5534,419,23673,12541,43,148,3,29229,"['#mobility', '#electricvehicle', '#ev', '#greenfuture']",4,#mobility #electricvehicle #ev #greenfuture,@vf9 @vinfast,{},0.19,TikTok,2025-04-25 07:44:23.994389
POST_1337,vinfast.official,2025-03-20,This is a sample caption for post 1337,carousel,1,4548,221,6188,4478,65,195,57,11146,"['#electricvehicle', '#greenfuture']",2,#electricvehicle #greenfuture,,{},-0.78,Instagram,2025-04-25 07:44:23.994402
POST_1338,vinfastglobal,2025-03-21,This is a sample caption for post 1338,video,9,508,419,32131,29150,44,102,43,40052,"['#greenfuture', '#ev', '#vinfast']",3,#greenfuture #ev #vinfast,@evcommunity @vinfast,{},-0.59,Instagram,2025-04-25 07:44:23.994416
POST_1339,vinfast.official,2025-03-21,This is a sample caption for post 1339,video,9,1997,12,20880,19200,180,49,42,28529,['#vinfast'],1,#vinfast,@evcommunity @vf9,{},-0.96,TikTok,2025-04-25 07:44:23.994431
POST_1340,vinfastglobal,2025-03-21,This is a sample caption for post 1340,video,4,3254,156,18630,13777,117,65,34,21076,"['#greenfuture', '#vinfast']",2,#greenfuture #vinfast,,{},0.92,Instagram,2025-04-25 07:44:23.994443
POST_1341,vinfastglobal,2025-03-21,This is a sample caption for post 1341,carousel,6,9100,173,18263,10294,185,150,73,22274,"['#vinfast', '#greenfuture']",2,#vinfast #greenfuture,@vf9 @evcommunity,{},-0.9,Instagram,2025-04-25 07:44:23.994457
POST_1342,vinfast.official,2025-03-21,This is a sample caption for post 1342,carousel,1,1835,206,4025,2168,105,96,90,13791,"['#electricvehicle', '#greenfuture', '#mobility', '#ev']",4,#electricvehicle #greenfuture #mobility #ev,,{},0.43,Instagram,2025-04-25 07:44:23.994470
POST_1343,vinfast.official,2025-03-21,This is a sample caption for post 1343,carousel,3,1622,426,46283,32894,121,163,87,53908,"['#ev', '#mobility', '#electricvehicle', '#greenfuture']",4,#ev #mobility #electricvehicle #greenfuture,@vf9,{},-0.22,TikTok,2025-04-25 07:44:23.994485
POST_1344,vinfast.official,2025-03-22,This is a sample caption for post 1344,video,1,1170,253,7898,5198,123,92,36,13609,"['#electricvehicle', '#vinfast']",2,#electricvehicle #vinfast,@evcommunity,{},0.59,TikTok,2025-04-25 07:44:23.994499
POST_1345,vinfastglobal,2025-03-22,This is a sample caption for post 1345,video,9,7652,215,39201,26893,163,129,70,41806,"['#car', '#vinfast', '#greenfuture', '#electricvehicle']",4,#car #vinfast #greenfuture #electricvehicle,@evcommunity @vf9,{},0.57,TikTok,2025-04-25 07:44:23.994512
POST_1346,vinfast.official,2025-03-22,This is a sample caption for post 1346,carousel,4,2935,349,44383,23747,187,298,62,46256,"['#greenfuture', '#electricvehicle', '#vinfast', '#ev']",4,#greenfuture #electricvehicle #vinfast #ev,,{},-0.38,TikTok,2025-04-25 07:44:23.994526
POST_1347,vinfastglobal,2025-03-22,This is a sample caption for post 1347,carousel,2,9871,404,25332,16398,170,36,11,28897,"['#electricvehicle', '#vinfast']",2,#electricvehicle #vinfast,,{},0.32,TikTok,2025-04-25 07:44:23.994538
POST_1348,vinfast.official,2025-03-22,This is a sample caption for post 1348,video,10,9568,238,13323,7894,86,158,72,18312,"['#mobility', '#greenfuture', '#vinfast', '#electricvehicle']",4,#mobility #greenfuture #vinfast #electricvehicle,,{},0.22,TikTok,2025-04-25 07:44:23.994552
POST_1349,vinfastglobal,2025-03-22,This is a sample caption for post 1349,video,1,6149,471,36471,34120,5,291,45,38268,"['#vinfast', '#ev', '#car']",3,#vinfast #ev #car,@evcommunity @vf9,{},0.25,TikTok,2025-04-25 07:44:23.994566
POST_1350,vinfast.official,2025-03-22,This is a sample caption for post 1350,video,7,9031,118,43916,25384,40,101,71,50217,"['#car', '#ev', '#greenfuture']",3,#car #ev #greenfuture,@vinfast @evcommunity,{},-0.98,Instagram,2025-04-25 07:44:23.994579
POST_1351,vinfast.official,2025-03-23,This is a sample caption for post 1351,carousel,7,2324,53,9492,7489,111,238,100,19394,"['#electricvehicle', '#ev', '#car', '#greenfuture']",4,#electricvehicle #ev #car #greenfuture,@evcommunity,{},0.64,TikTok,2025-04-25 07:44:23.994593
POST_1352,vinfast.official,2025-03-23,This is a sample caption for post 1352,image,3,7059,319,986,749,192,126,91,9206,"['#car', '#electricvehicle', '#greenfuture']",3,#car #electricvehicle #greenfuture,,{},0.96,TikTok,2025-04-25 07:44:23.994607
POST_1353,vinfast.official,2025-03-23,This is a sample caption for post 1353,image,10,7989,363,5747,3240,192,274,96,10325,"['#electricvehicle', '#vinfast', '#mobility', '#car']",4,#electricvehicle #vinfast #mobility #car,@evcommunity,{},0.48,Instagram,2025-04-25 07:44:23.994635
POST_1354,vinfast.official,2025-03-23,This is a sample caption for post 1354,carousel,1,5728,283,1206,857,136,245,73,6637,"['#greenfuture', '#mobility', '#electricvehicle', '#vinfast']",4,#greenfuture #mobility #electricvehicle #vinfast,,{},0.39,TikTok,2025-04-25 07:44:23.994650
POST_1355,vinfast.official,2025-03-23,This is a sample caption for post 1355,image,8,9572,96,38042,19904,79,18,36,45984,['#ev'],1,#ev,@vinfast @vf9,{},-0.5,TikTok,2025-04-25 07:44:23.994663
POST_1356,vinfast.official,2025-03-23,This is a sample caption for post 1356,video,1,1927,319,11943,10862,194,82,84,19260,"['#ev', '#greenfuture', '#mobility']",3,#ev #greenfuture #mobility,@vinfast,{},0.6,Instagram,2025-04-25 07:44:23.994676
POST_1357,vinfastglobal,2025-03-24,This is a sample caption for post 1357,image,10,2625,438,33002,27680,110,201,30,40213,"['#ev', '#electricvehicle']",2,#ev #electricvehicle,@vf9 @vinfast,{},0.28,Instagram,2025-04-25 07:44:23.994691
POST_1358,vinfastglobal,2025-03-24,This is a sample caption for post 1358,image,8,6633,253,20250,14464,197,277,29,26472,"['#car', '#greenfuture', '#ev', '#electricvehicle']",4,#car #greenfuture #ev #electricvehicle,@vinfast,{},-0.42,TikTok,2025-04-25 07:44:23.994705
POST_1359,vinfast.official,2025-03-24,This is a sample caption for post 1359,carousel,6,8787,359,3188,1733,141,186,55,7654,"['#greenfuture', '#mobility', '#vinfast']",3,#greenfuture #mobility #vinfast,@evcommunity,{},0.17,TikTok,2025-04-25 07:44:23.994727
POST_1360,vinfastglobal,2025-03-24,This is a sample caption for post 1360,carousel,10,3293,276,22612,18202,51,165,70,22785,['#vinfast'],1,#vinfast,,{},-0.18,Instagram,2025-04-25 07:44:23.994742
POST_1361,vinfast.official,2025-03-24,This is a sample caption for post 1361,video,4,4741,138,13153,6777,163,52,7,22887,"['#electricvehicle', '#vinfast']",2,#electricvehicle #vinfast,@vinfast @evcommunity,{},0.71,Instagram,2025-04-25 07:44:23.994755
POST_1362,vinfast.official,2025-03-24,This is a sample caption for post 1362,carousel,10,3127,468,7764,6312,69,155,59,9004,"['#greenfuture', '#car', '#mobility', '#ev']",4,#greenfuture #car #mobility #ev,,{},0.56,TikTok,2025-04-25 07:44:23.994769
POST_1363,vinfastglobal,2025-03-24,This is a sample caption for post 1363,video,7,5550,40,17423,16203,72,96,56,18560,"['#ev', '#electricvehicle', '#car', '#vinfast']",4,#ev #electricvehicle #car #vinfast,@vf9 @vinfast,{},-0.71,TikTok,2025-04-25 07:44:23.994783
POST_1364,vinfastglobal,2025-03-25,This is a sample caption for post 1364,video,5,1792,27,5278,2806,191,133,99,12583,['#car'],1,#car,,{},0.31,Instagram,2025-04-25 07:44:23.994796
POST_1365,vinfastglobal,2025-03-25,This is a sample caption for post 1365,carousel,7,4465,87,46378,30072,105,299,0,54822,"['#car', '#mobility', '#electricvehicle', '#greenfuture']",4,#car #mobility #electricvehicle #greenfuture,,{},0.08,Instagram,2025-04-25 07:44:23.994810
POST_1366,vinfast.official,2025-03-25,This is a sample caption for post 1366,carousel,8,2085,300,35581,32761,96,175,87,40542,"['#vinfast', '#mobility', '#greenfuture', '#car']",4,#vinfast #mobility #greenfuture #car,@vinfast,{},0.68,TikTok,2025-04-25 07:44:23.994824
POST_1367,vinfastglobal,2025-03-25,This is a sample caption for post 1367,image,9,744,206,43801,25665,183,204,13,49687,"['#vinfast', '#car', '#ev', '#mobility']",4,#vinfast #car #ev #mobility,,{},-0.61,Instagram,2025-04-25 07:44:23.994839
POST_1368,vinfast.official,2025-03-25,This is a sample caption for post 1368,video,2,8956,339,20667,14980,120,13,4,26225,['#greenfuture'],1,#greenfuture,@vinfast @vf9,{},-0.76,TikTok,2025-04-25 07:44:23.994852
POST_1369,vinfastglobal,2025-03-25,This is a sample caption for post 1369,carousel,10,3917,483,5220,2696,41,255,83,5532,"['#electricvehicle', '#vinfast', '#ev', '#greenfuture']",4,#electricvehicle #vinfast #ev #greenfuture,@vinfast @evcommunity,{},-0.66,Instagram,2025-04-25 07:44:23.994866
POST_1370,vinfastglobal,2025-03-26,This is a sample caption for post 1370,video,10,2896,437,39234,20746,32,63,63,48982,"['#vinfast', '#ev']",2,#vinfast #ev,@vf9,{},0.62,TikTok,2025-04-25 07:44:23.994880
POST_1371,vinfast.official,2025-03-26,This is a sample caption for post 1371,image,10,9043,80,21575,18908,59,28,75,24416,"['#vinfast', '#mobility', '#greenfuture']",3,#vinfast #mobility #greenfuture,,{},0.52,Instagram,2025-04-25 07:44:23.994894
POST_1372,vinfast.official,2025-03-26,This is a sample caption for post 1372,carousel,3,7287,134,38641,20028,30,197,99,41225,['#car'],1,#car,,{},-0.99,Instagram,2025-04-25 07:44:23.994908
POST_1373,vinfastglobal,2025-03-26,This is a sample caption for post 1373,carousel,10,4748,223,45949,39669,126,69,26,48293,"['#electricvehicle', '#car', '#mobility']",3,#electricvehicle #car #mobility,,{},0.88,Instagram,2025-04-25 07:44:23.994923
POST_1374,vinfastglobal,2025-03-26,This is a sample caption for post 1374,carousel,8,1542,331,20239,13287,6,290,30,23383,['#electricvehicle'],1,#electricvehicle,,{},0.24,Instagram,2025-04-25 07:44:23.994937
POST_1375,vinfast.official,2025-03-26,This is a sample caption for post 1375,carousel,4,4628,37,13195,7266,43,247,63,16083,"['#mobility', '#vinfast']",2,#mobility #vinfast,,{},0.29,TikTok,2025-04-25 07:44:23.994950
POST_1376,vinfastglobal,2025-03-26,This is a sample caption for post 1376,video,5,5577,325,30197,15687,194,31,68,33078,"['#vinfast', '#car']",2,#vinfast #car,@vinfast @evcommunity,{},0.79,TikTok,2025-04-25 07:44:23.994963
POST_1377,vinfast.official,2025-03-27,This is a sample caption for post 1377,video,4,5436,127,7717,4991,30,126,94,14476,"['#car', '#ev']",2,#car #ev,,{},-0.06,TikTok,2025-04-25 07:44:23.994977
POST_1378,vinfastglobal,2025-03-27,This is a sample caption for post 1378,video,3,3641,485,40439,28499,104,196,17,47938,"['#mobility', '#greenfuture']",2,#mobility #greenfuture,@vinfast,{},-0.33,Instagram,2025-04-25 07:44:23.994990
POST_1379,vinfastglobal,2025-03-27,This is a sample caption for post 1379,video,3,1920,446,31009,21903,48,180,28,35844,"['#mobility', '#electricvehicle']",2,#mobility #electricvehicle,,{},0.16,Instagram,2025-04-25 07:44:23.995003
POST_1380,vinfastglobal,2025-03-27,This is a sample caption for post 1380,video,9,8115,451,14684,11251,123,147,1,21698,"['#ev', '#greenfuture']",2,#ev #greenfuture,@evcommunity,{},-0.56,Instagram,2025-04-25 07:44:23.995017
POST_1381,vinfastglobal,2025-03-27,This is a sample caption for post 1381,video,1,756,250,48569,41083,13,222,67,55029,"['#mobility', '#vinfast', '#car', '#ev']",4,#mobility #vinfast #car #ev,,{},-0.83,Instagram,2025-04-25 07:44:23.995030
POST_1382,vinfast.official,2025-03-27,This is a sample caption for post 1382,image,3,5972,161,16167,12795,28,13,61,21161,"['#mobility', '#car']",2,#mobility #car,@evcommunity @vinfast,{},0.95,TikTok,2025-04-25 07:44:23.995043
POST_1383,vinfastglobal,2025-03-27,This is a sample caption for post 1383,carousel,7,3130,414,24775,19375,185,5,80,25933,"['#mobility', '#greenfuture', '#vinfast', '#ev']",4,#mobility #greenfuture #vinfast #ev,@vf9,{},0.4,Instagram,2025-04-25 07:44:23.995057
POST_1384,vinfastglobal,2025-03-27,This is a sample caption for post 1384,carousel,6,998,273,44714,29680,18,61,49,50703,"['#electricvehicle', '#vinfast', '#greenfuture', '#ev']",4,#electricvehicle #vinfast #greenfuture #ev,,{},0.3,Instagram,2025-04-25 07:44:23.995072
POST_1385,vinfastglobal,2025-03-27,This is a sample caption for post 1385,image,6,4009,286,7942,6290,193,112,96,11635,"['#greenfuture', '#mobility', '#car']",3,#greenfuture #mobility #car,@vinfast,{},-0.87,TikTok,2025-04-25 07:44:23.995086
POST_1386,vinfast.official,2025-03-28,This is a sample caption for post 1386,carousel,9,2110,250,47019,34763,141,154,57,53050,['#ev'],1,#ev,@vinfast,{},-0.84,Instagram,2025-04-25 07:44:23.995101
POST_1387,vinfast.official,2025-03-28,This is a sample caption for post 1387,image,2,2799,151,7841,6380,132,82,26,16371,['#greenfuture'],1,#greenfuture,@evcommunity,{},0.08,Instagram,2025-04-25 07:44:23.995114
POST_1388,vinfast.official,2025-03-28,This is a sample caption for post 1388,video,7,7372,387,42750,21788,53,37,2,46556,"['#car', '#electricvehicle', '#greenfuture']",3,#car #electricvehicle #greenfuture,@evcommunity @vf9,{},-0.03,TikTok,2025-04-25 07:44:23.995131
POST_1389,vinfast.official,2025-03-28,This is a sample caption for post 1389,video,10,2261,469,20586,11883,71,121,61,26679,"['#vinfast', '#ev', '#greenfuture']",3,#vinfast #ev #greenfuture,@vf9,{},0.91,Instagram,2025-04-25 07:44:23.995154
POST_1390,vinfast.official,2025-03-28,This is a sample caption for post 1390,image,3,2614,92,16091,8892,86,299,16,23314,"['#greenfuture', '#ev', '#electricvehicle']",3,#greenfuture #ev #electricvehicle,@evcommunity @vinfast,{},0.33,TikTok,2025-04-25 07:44:23.995173
POST_1391,vinfastglobal,2025-03-28,This is a sample caption for post 1391,video,8,8945,93,35472,22549,11,212,63,37853,"['#greenfuture', '#ev', '#vinfast', '#mobility']",4,#greenfuture #ev #vinfast #mobility,@evcommunity @vf9,{},0.29,TikTok,2025-04-25 07:44:23.995188
POST_1392,vinfast.official,2025-03-28,This is a sample caption for post 1392,video,10,2509,419,37543,31079,118,178,88,39383,"['#vinfast', '#ev', '#mobility', '#electricvehicle']",4,#vinfast #ev #mobility #electricvehicle,,{},-0.2,Instagram,2025-04-25 07:44:23.995201
POST_1393,vinfast.official,2025-03-28,This is a sample caption for post 1393,video,2,5447,38,40355,31823,154,274,28,44908,"['#vinfast', '#mobility']",2,#vinfast #mobility,@vf9 @vinfast,{},0.95,TikTok,2025-04-25 07:44:23.995216
POST_1394,vinfast.official,2025-03-29,This is a sample caption for post 1394,video,10,8481,493,4173,3792,97,208,18,11179,"['#car', '#greenfuture', '#vinfast']",3,#car #greenfuture #vinfast,@vf9,{},-0.3,TikTok,2025-04-25 07:44:23.995231
POST_1395,vinfastglobal,2025-03-29,This is a sample caption for post 1395,image,8,6909,421,29499,18580,191,222,93,36285,"['#electricvehicle', '#mobility']",2,#electricvehicle #mobility,,{},-0.71,TikTok,2025-04-25 07:44:23.995245
POST_1396,vinfast.official,2025-03-29,This is a sample caption for post 1396,carousel,6,1183,487,39210,32946,27,8,52,43688,"['#ev', '#electricvehicle', '#car', '#greenfuture']",4,#ev #electricvehicle #car #greenfuture,@vinfast @evcommunity,{},-0.63,TikTok,2025-04-25 07:44:23.995259
POST_1397,vinfast.official,2025-03-29,This is a sample caption for post 1397,carousel,8,791,431,20291,17766,82,257,71,27884,"['#vinfast', '#mobility']",2,#vinfast #mobility,,{},-0.47,TikTok,2025-04-25 07:44:23.995272
POST_1398,vinfastglobal,2025-03-29,This is a sample caption for post 1398,carousel,5,6934,101,32736,29726,170,130,3,34691,"['#car', '#vinfast', '#greenfuture']",3,#car #vinfast #greenfuture,@vf9 @evcommunity,{},0.74,TikTok,2025-04-25 07:44:23.995286
POST_1399,vinfastglobal,2025-03-29,This is a sample caption for post 1399,video,9,9525,18,17509,10037,19,79,40,25062,"['#greenfuture', '#ev']",2,#greenfuture #ev,,{},-0.45,TikTok,2025-04-25 07:44:23.995299
POST_1400,vinfast.official,2025-03-30,This is a sample caption for post 1400,image,5,4878,281,42373,39040,136,104,98,45375,['#electricvehicle'],1,#electricvehicle,,{},0.09,TikTok,2025-04-25 07:44:23.995313
POST_1401,vinfast.official,2025-03-30,This is a sample caption for post 1401,video,6,1670,283,38513,25350,41,11,17,47002,"['#greenfuture', '#car', '#electricvehicle']",3,#greenfuture #car #electricvehicle,@vinfast,{},-0.8,Instagram,2025-04-25 07:44:23.995328
POST_1402,vinfastglobal,2025-03-30,This is a sample caption for post 1402,image,9,8712,443,35371,29027,184,63,53,42915,['#vinfast'],1,#vinfast,,{},0.85,TikTok,2025-04-25 07:44:23.995341
POST_1403,vinfast.official,2025-03-30,This is a sample caption for post 1403,video,6,2377,428,29462,26526,157,272,97,35066,"['#mobility', '#greenfuture']",2,#mobility #greenfuture,,{},0.49,Instagram,2025-04-25 07:44:23.995363
POST_1404,vinfastglobal,2025-03-30,This is a sample caption for post 1404,image,3,3812,167,8714,5179,25,222,88,10544,['#vinfast'],1,#vinfast,@vf9,{},-0.91,Instagram,2025-04-25 07:44:23.995377
POST_1405,vinfastglobal,2025-03-30,This is a sample caption for post 1405,carousel,9,9818,40,31241,17292,69,27,8,36183,['#vinfast'],1,#vinfast,,{},0.84,Instagram,2025-04-25 07:44:23.995389
POST_1406,vinfastglobal,2025-03-30,This is a sample caption for post 1406,image,6,579,56,10039,8840,76,183,45,12669,"['#electricvehicle', '#mobility']",2,#electricvehicle #mobility,,{},-0.8,Instagram,2025-04-25 07:44:23.995404
POST_1407,vinfastglobal,2025-03-30,This is a sample caption for post 1407,carousel,4,4717,97,49915,37022,190,55,27,58175,"['#greenfuture', '#electricvehicle', '#ev', '#car']",4,#greenfuture #electricvehicle #ev #car,@vinfast @evcommunity,{},0.67,TikTok,2025-04-25 07:44:23.995418
POST_1408,vinfast.official,2025-03-30,This is a sample caption for post 1408,image,9,3828,218,7895,6652,85,68,59,9702,"['#car', '#greenfuture']",2,#car #greenfuture,@vf9 @vinfast,{},-0.84,TikTok,2025-04-25 07:44:23.995431
POST_1409,vinfastglobal,2025-03-30,This is a sample caption for post 1409,video,5,7586,317,48745,31216,118,120,70,55417,"['#car', '#ev', '#vinfast']",3,#car #ev #vinfast,@evcommunity,{},-0.27,Instagram,2025-04-25 07:44:23.995444
POST_1410,vinfast.official,2025-03-31,This is a sample caption for post 1410,carousel,2,6594,234,34753,27675,26,66,18,41221,"['#mobility', '#electricvehicle', '#vinfast', '#greenfuture']",4,#mobility #electricvehicle #vinfast #greenfuture,,{},-0.87,Instagram,2025-04-25 07:44:23.995458
POST_1411,vinfast.official,2025-03-31,This is a sample caption for post 1411,image,10,6723,72,15761,13824,190,260,35,25295,"['#mobility', '#car', '#greenfuture']",3,#mobility #car #greenfuture,@evcommunity,{},0.21,TikTok,2025-04-25 07:44:23.995472
POST_1412,vinfast.official,2025-03-31,This is a sample caption for post 1412,carousel,5,2514,403,30294,16619,69,255,63,34075,"['#vinfast', '#mobility']",2,#vinfast #mobility,@vinfast @evcommunity,{},-0.0,Instagram,2025-04-25 07:44:23.995486
POST_1413,vinfastglobal,2025-03-31,This is a sample caption for post 1413,video,10,5456,88,20341,15863,29,44,84,28859,"['#car', '#ev', '#greenfuture', '#mobility']",4,#car #ev #greenfuture #mobility,@vf9,{},0.01,TikTok,2025-04-25 07:44:23.995500
POST_1414,vinfastglobal,2025-03-31,This is a sample caption for post 1414,image,7,2051,206,29998,19245,101,231,58,30587,['#ev'],1,#ev,@evcommunity @vf9,{},0.77,Instagram,2025-04-25 07:44:23.995514
POST_1415,vinfast.official,2025-03-31,This is a sample caption for post 1415,video,3,5219,376,25998,18701,33,296,86,34035,"['#car', '#electricvehicle', '#ev', '#greenfuture']",4,#car #electricvehicle #ev #greenfuture,,{},-0.22,TikTok,2025-04-25 07:44:23.995528
POST_1416,vinfast.official,2025-03-31,This is a sample caption for post 1416,carousel,6,4760,174,4525,2319,16,70,46,10240,['#mobility'],1,#mobility,@vf9,{},-0.81,TikTok,2025-04-25 07:44:23.995541
POST_1417,vinfast.official,2025-03-31,This is a sample caption for post 1417,video,6,1024,348,16505,10091,170,164,75,17896,['#greenfuture'],1,#greenfuture,,{},-0.32,Instagram,2025-04-25 07:44:23.995554
POST_1418,vinfast.official,2025-03-31,This is a sample caption for post 1418,image,8,7021,300,34235,31004,73,15,89,41930,['#greenfuture'],1,#greenfuture,@evcommunity,{},-0.22,Instagram,2025-04-25 07:44:23.995567
POST_1419,vinfast.official,2025-03-31,This is a sample caption for post 1419,image,4,5604,264,33449,28938,175,178,21,38356,"['#car', '#ev', '#mobility']",3,#car #ev #mobility,@vinfast @evcommunity,{},-0.43,Instagram,2025-04-25 07:44:23.995580
